TIMESTAMP;ID_SENSOR;CULTURA;FASE_CULTURA;TEMPERATURA_AR_C;UMIDADE_AR_PERC;PH_SOLO;UMIDADE_SOLO_PERC;N_PRESENTE;P_PRESENTE;K_PRESENTE;BOMBA_LIGADA
2025-10-05 07:40:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;22.51;42.41;6.07;84.02;0;0;0;0
2025-10-05 07:50:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;21.49;39.7;4.76;47.7;1;0;0;1
2025-10-05 08:00:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;20.48;53.48;6.2;58.04;0;0;1;0
2025-10-05 08:10:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;24.24;45.76;6.25;73.53;1;0;0;0
2025-10-05 08:20:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;21.11;48.81;5.96;59.84;0;0;0;1
2025-10-05 08:30:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;22.15;37.36;6.85;65.8;0;0;0;0
2025-10-05 08:40:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;23.36;44.27;5.35;63.01;0;0;0;0
2025-10-05 08:50:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;22.03;43.36;6.46;52.17;0;0;0;0
2025-10-05 09:00:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;24.22;30.0;6.18;69.45;0;1;0;0
2025-10-05 09:10:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;24.41;43.49;5.93;59.69;0;0;1;1
2025-10-05 09:20:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;23.03;47.43;6.74;57.78;0;0;0;1
2025-10-05 09:30:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;23.09;44.39;6.84;55.22;0;0;0;1
2025-10-05 09:40:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;23.14;37.79;6.34;53.14;0;0;1;0
2025-10-05 09:50:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;25.37;33.86;6.1;44.36;0;0;1;1
2025-10-05 10:00:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;27.25;30.47;6.14;64.51;1;0;1;0
2025-10-05 10:10:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;26.13;30.0;6.22;64.44;1;1;0;0
2025-10-05 10:20:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;26.09;34.45;6.64;58.67;1;0;0;1
2025-10-05 10:30:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;24.66;40.56;6.06;45.81;0;0;0;1
2025-10-05 10:40:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;24.14;52.08;5.39;67.94;0;0;0;0
2025-10-05 10:50:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;27.84;31.95;5.85;85.16;0;0;0;0
2025-10-05 11:00:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;26.23;40.25;6.54;55.4;0;0;1;1
2025-10-05 11:10:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;25.35;30.0;6.7;77.77;1;0;1;0
2025-10-05 11:20:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;23.78;48.48;6.64;52.82;0;0;0;1
2025-10-05 11:30:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;25.85;33.17;5.39;50.33;0;0;0;1
2025-10-05 11:40:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;24.68;34.71;6.14;49.59;0;0;0;1
2025-10-05 11:50:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;26.34;39.85;6.21;50.71;0;0;0;0
2025-10-05 12:00:00;ESP32_CAN_001;Cana-de-Açúcar;Plantio;26.17;33.49;6.08;39.78;0;1;0;1
2025-10-05 12:10:00;ESP32_CAN_002;Cana-de-Açúcar;Plantio;26.62;30.0;6.0;55.76;1;0;1;1
2025-10-05 12:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.04;30.0;6.56;34.08;0;0;1;1
2025-10-05 12:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.79;30.08;6.04;72.02;0;0;0;0
2025-10-05 12:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.98;30.0;6.25;53.25;0;0;0;0
2025-10-05 12:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.21;30.0;5.83;54.18;1;0;0;1
2025-10-05 13:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.01;37.23;5.89;71.91;1;1;0;0
2025-10-05 13:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.93;30.0;5.57;75.89;0;0;0;0
2025-10-05 13:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.04;35.27;6.38;62.45;0;1;0;0
2025-10-05 13:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.66;33.11;6.17;62.8;0;0;0;0
2025-10-05 13:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.71;30.65;6.56;47.17;0;0;1;1
2025-10-05 13:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.35;30.0;5.65;75.79;1;0;0;0
2025-10-05 14:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.07;36.96;6.11;48.81;0;0;0;1
2025-10-05 14:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.55;30.0;7.05;48.56;1;0;1;1
2025-10-05 14:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.42;30.0;6.26;67.82;0;0;0;0
2025-10-05 14:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;32.9;30.0;4.98;59.57;0;0;0;1
2025-10-05 14:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;32.51;30.0;6.63;65.3;1;0;0;0
2025-10-05 14:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.47;33.17;6.65;52.95;0;0;0;1
2025-10-05 15:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.72;30.0;7.07;54.12;0;0;0;1
2025-10-05 15:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.93;30.0;6.39;61.23;0;0;0;0
2025-10-05 15:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.21;30.0;7.07;70.24;0;1;0;0
2025-10-05 15:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.32;30.0;6.11;77.47;0;0;0;0
2025-10-05 15:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.08;30.0;6.3;58.86;0;0;0;0
2025-10-05 15:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.64;30.0;5.94;61.46;1;0;0;0
2025-10-05 16:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.71;30.0;6.12;39.99;0;0;0;1
2025-10-05 16:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.94;30.36;6.28;63.03;0;0;1;0
2025-10-05 16:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.11;30.0;6.81;67.71;0;0;0;0
2025-10-05 16:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.9;30.0;5.83;61.8;1;0;0;0
2025-10-05 16:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.17;31.47;6.6;70.85;0;0;1;0
2025-10-05 16:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.7;30.0;5.57;70.7;0;0;0;0
2025-10-05 17:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.93;31.8;5.57;56.63;0;0;0;1
2025-10-05 17:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.35;30.0;6.66;53.28;1;0;0;1
2025-10-05 17:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;32.35;30.0;6.48;44.9;1;0;0;1
2025-10-05 17:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.71;30.0;5.66;35.15;0;0;0;1
2025-10-05 17:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.68;30.0;5.75;74.36;1;0;0;0
2025-10-05 17:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;33.99;30.0;6.53;39.55;0;1;0;1
2025-10-05 18:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.51;30.0;6.9;55.53;1;0;0;1
2025-10-05 18:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.3;30.0;5.76;57.81;0;0;0;1
2025-10-05 18:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.57;32.89;6.84;71.41;0;0;0;0
2025-10-05 18:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.07;30.0;5.31;50.5;0;0;0;1
2025-10-05 18:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.52;30.0;5.58;55.18;0;0;1;1
2025-10-05 18:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;33.58;30.0;6.67;65.6;0;0;0;0
2025-10-05 19:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.48;30.0;6.79;63.19;0;0;0;0
2025-10-05 19:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.84;30.0;5.99;58.48;0;0;0;1
2025-10-05 19:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.72;30.0;5.71;74.89;0;0;0;0
2025-10-05 19:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.2;30.0;5.49;67.35;0;0;0;0
2025-10-05 19:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.38;30.0;4.52;66.58;0;0;1;0
2025-10-05 19:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;34.29;30.0;5.85;68.94;0;0;0;0
2025-10-05 20:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.47;31.14;6.2;66.6;0;0;0;0
2025-10-05 20:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.09;30.0;7.08;50.8;0;0;0;1
2025-10-05 20:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.22;30.0;6.92;38.56;0;0;0;1
2025-10-05 20:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.81;30.0;5.84;48.43;0;0;0;1
2025-10-05 20:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.53;37.51;5.72;62.25;0;1;1;0
2025-10-05 20:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.77;30.0;5.59;60.85;0;0;1;0
2025-10-05 21:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.75;30.0;6.55;54.42;0;0;1;1
2025-10-05 21:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.05;30.0;6.69;45.97;0;0;0;1
2025-10-05 21:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.13;31.15;6.33;74.3;0;0;0;0
2025-10-05 21:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.82;35.72;5.35;61.05;0;0;0;0
2025-10-05 21:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.51;37.03;5.97;39.87;1;1;1;1
2025-10-05 21:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.3;37.95;6.75;59.45;0;0;0;1
2025-10-05 22:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.9;30.0;5.89;46.11;1;0;0;1
2025-10-05 22:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.4;34.85;6.9;65.3;1;0;0;0
2025-10-05 22:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;26.48;30.0;5.56;60.37;0;1;1;0
2025-10-05 22:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.06;30.0;5.55;59.84;0;0;1;1
2025-10-05 22:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.63;30.0;6.44;59.71;0;0;0;0
2025-10-05 22:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.66;44.29;6.09;67.77;0;1;0;0
2025-10-05 23:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.53;32.13;6.3;54.39;1;0;0;0
2025-10-05 23:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.41;31.76;5.64;47.49;0;1;1;1
2025-10-05 23:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;25.54;39.25;5.71;69.8;0;0;0;0
2025-10-05 23:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.75;36.32;6.47;36.96;1;1;0;1
2025-10-05 23:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;25.09;45.59;6.44;58.69;1;0;0;0
2025-10-05 23:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.53;32.02;6.36;76.72;0;0;1;0
2025-10-06 00:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.05;40.6;6.53;78.9;0;0;0;0
2025-10-06 00:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.1;37.15;5.81;60.92;0;0;0;0
2025-10-06 00:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.38;33.14;6.56;56.18;0;0;1;1
2025-10-06 00:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;25.47;34.0;5.87;54.89;0;0;1;1
2025-10-06 00:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.36;46.08;6.41;56.3;1;0;0;0
2025-10-06 00:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.18;37.38;6.15;61.53;0;0;1;0
2025-10-06 01:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.2;39.74;6.03;59.92;0;1;0;0
2025-10-06 01:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.05;30.0;6.25;70.38;0;0;0;0
2025-10-06 01:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.98;32.96;6.59;48.26;0;0;0;1
2025-10-06 01:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.29;39.69;5.57;72.77;0;0;1;0
2025-10-06 01:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.43;44.08;5.67;58.48;0;1;0;1
2025-10-06 01:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.59;42.82;6.35;72.16;0;0;0;0
2025-10-06 02:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.14;47.43;6.44;66.01;0;0;0;0
2025-10-06 02:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.57;50.82;6.28;59.38;0;0;0;0
2025-10-06 02:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;19.09;55.1;6.43;53.25;0;0;1;0
2025-10-06 02:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.41;56.27;5.97;50.24;1;0;1;1
2025-10-06 02:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.69;39.17;6.24;59.15;0;0;0;0
2025-10-06 02:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.92;40.07;6.5;50.12;1;0;1;1
2025-10-06 03:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;19.76;46.5;6.63;63.2;0;0;0;0
2025-10-06 03:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.55;40.64;6.82;59.7;0;0;0;1
2025-10-06 03:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;21.06;56.26;5.95;52.74;0;0;1;1
2025-10-06 03:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;19.3;55.7;6.74;46.14;0;0;1;1
2025-10-06 03:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;22.62;33.49;6.2;68.86;0;0;1;0
2025-10-06 03:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.7;50.43;6.24;60.47;0;0;0;0
2025-10-06 04:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.1;45.87;5.65;45.12;1;0;0;1
2025-10-06 04:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.58;48.76;5.7;48.54;0;1;0;1
2025-10-06 04:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;19.31;59.89;6.01;60.32;0;0;0;0
2025-10-06 04:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;19.01;54.77;5.41;78.74;1;0;0;0
2025-10-06 04:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;21.14;48.14;5.63;63.85;0;0;1;0
2025-10-06 04:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.63;55.65;5.46;61.21;0;0;0;0
2025-10-06 05:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;21.16;48.02;6.39;72.88;0;0;1;0
2025-10-06 05:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;21.19;50.26;5.97;52.87;0;0;1;1
2025-10-06 05:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;18.02;46.63;5.58;62.54;0;0;0;0
2025-10-06 05:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;20.83;42.41;6.33;62.13;0;0;0;0
2025-10-06 05:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;22.28;37.57;7.31;56.48;1;0;1;1
2025-10-06 05:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.11;40.48;6.16;49.62;0;1;1;1
2025-10-06 06:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.41;42.92;5.35;64.91;0;1;0;0
2025-10-06 06:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;21.35;40.65;6.36;60.21;0;1;0;0
2025-10-06 06:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;20.88;44.59;5.69;61.3;1;0;0;0
2025-10-06 06:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;19.11;59.96;5.95;81.1;0;0;0;0
2025-10-06 06:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;20.93;46.49;6.32;80.42;1;0;0;0
2025-10-06 06:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;20.7;50.82;5.43;62.75;0;0;0;0
2025-10-06 07:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.44;44.51;5.68;61.8;0;0;0;0
2025-10-06 07:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.61;39.45;6.55;53.72;0;0;0;1
2025-10-06 07:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;21.0;47.28;5.86;67.16;0;0;0;0
2025-10-06 07:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.19;47.24;6.92;39.25;0;1;0;1
2025-10-06 07:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.93;39.54;6.02;57.05;0;0;1;0
2025-10-06 07:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.29;43.33;5.95;61.43;0;0;0;0
2025-10-06 08:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;25.68;36.12;6.55;66.91;1;0;0;0
2025-10-06 08:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.41;30.0;5.35;51.16;0;0;0;1
2025-10-06 08:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.42;43.69;6.14;62.13;0;0;0;0
2025-10-06 08:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;21.25;42.09;6.47;63.85;0;0;0;0
2025-10-06 08:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.62;40.16;7.21;64.65;0;0;0;0
2025-10-06 08:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;24.19;33.98;5.8;61.32;1;0;0;0
2025-10-06 09:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.86;42.62;6.99;68.92;0;1;0;0
2025-10-06 09:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;22.61;46.25;6.85;45.2;0;0;0;1
2025-10-06 09:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;24.48;37.23;5.83;76.99;0;1;0;0
2025-10-06 09:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.79;43.15;6.37;62.41;0;0;0;0
2025-10-06 09:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.93;33.4;6.14;44.26;0;0;0;1
2025-10-06 09:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;20.29;52.08;5.58;62.2;0;0;0;0
2025-10-06 10:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;25.76;38.51;6.96;60.31;0;0;0;0
2025-10-06 10:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.05;38.72;6.82;66.26;0;0;0;0
2025-10-06 10:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.33;50.38;5.55;54.2;0;1;0;1
2025-10-06 10:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.97;31.49;5.54;68.87;0;0;0;0
2025-10-06 10:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;25.42;40.23;6.64;64.8;0;1;0;0
2025-10-06 10:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;25.31;35.29;6.13;65.54;1;0;1;0
2025-10-06 11:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;23.91;31.93;6.03;49.12;0;0;0;1
2025-10-06 11:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;23.99;44.42;6.21;61.89;1;0;1;0
2025-10-06 11:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.67;35.94;6.47;62.86;0;0;1;0
2025-10-06 11:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.82;32.29;4.65;48.53;0;0;0;1
2025-10-06 11:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;24.04;34.39;5.5;46.64;1;0;1;1
2025-10-06 11:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;25.69;40.8;6.46;63.11;0;0;0;0
2025-10-06 12:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;25.09;35.96;5.2;48.55;0;0;0;1
2025-10-06 12:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.36;43.58;6.75;66.8;0;0;0;0
2025-10-06 12:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.81;30.0;5.68;70.02;0;0;0;0
2025-10-06 12:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.35;30.0;6.85;68.1;0;0;1;0
2025-10-06 12:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.38;30.0;6.76;45.0;0;0;1;1
2025-10-06 12:50:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;26.52;32.47;7.1;47.41;1;0;1;1
2025-10-06 13:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.82;35.95;5.69;56.43;0;0;1;1
2025-10-06 13:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.03;30.0;5.77;56.37;0;1;1;1
2025-10-06 13:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.07;36.89;5.65;50.7;0;0;0;1
2025-10-06 13:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.82;30.0;5.17;62.61;0;0;1;0
2025-10-06 13:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.25;33.87;5.99;43.28;0;0;0;1
2025-10-06 13:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.74;30.0;6.9;51.16;1;0;0;1
2025-10-06 14:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.38;34.02;7.3;80.49;0;0;0;0
2025-10-06 14:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;32.74;30.0;5.83;36.64;0;0;0;1
2025-10-06 14:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;27.85;37.4;5.83;55.41;1;0;0;1
2025-10-06 14:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.1;30.0;6.25;54.69;0;0;0;0
2025-10-06 14:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;28.94;30.0;5.88;65.43;0;0;0;0
2025-10-06 14:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.99;30.0;6.07;58.11;0;1;0;0
2025-10-06 15:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.54;30.0;5.41;56.45;1;0;1;1
2025-10-06 15:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.56;30.0;5.73;72.71;0;0;0;0
2025-10-06 15:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;33.66;30.0;5.84;53.67;1;0;0;1
2025-10-06 15:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;27.54;30.0;5.66;66.73;1;1;0;0
2025-10-06 15:40:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.94;30.0;6.41;55.55;1;0;1;0
2025-10-06 15:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.66;30.62;5.7;63.46;0;0;0;0
2025-10-06 16:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.55;30.0;6.44;70.04;0;0;0;0
2025-10-06 16:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.81;30.0;5.53;63.84;0;0;0;0
2025-10-06 16:20:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.77;30.0;6.62;69.18;1;0;0;0
2025-10-06 16:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;30.97;30.0;6.56;63.37;0;1;1;0
2025-10-06 16:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.63;30.0;6.68;56.06;0;0;0;1
2025-10-06 16:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;30.0;30.0;6.17;45.88;0;0;0;1
2025-10-06 17:00:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;29.71;30.0;6.15;58.11;0;1;0;0
2025-10-06 17:10:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.78;30.0;6.22;54.6;1;0;0;0
2025-10-06 17:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.7;31.7;6.49;65.84;0;0;0;0
2025-10-06 17:30:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;31.38;30.0;5.71;63.22;0;0;0;0
2025-10-06 17:40:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;28.67;30.0;5.54;48.71;0;1;0;1
2025-10-06 17:50:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;31.82;30.0;5.87;48.5;0;0;1;1
2025-10-06 18:00:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.86;31.23;6.26;56.1;1;0;0;0
2025-10-06 18:10:00;ESP32_CAN_002;Cana-de-Açúcar;Crescimento;32.28;30.0;6.43;60.4;0;0;0;0
2025-10-06 18:20:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.89;34.99;6.15;48.7;0;1;0;1
2025-10-06 18:30:00;ESP32_CAN_001;Cana-de-Açúcar;Crescimento;29.91;30.0;5.55;57.94;0;0;0;1
